Term,IDF
уезжать,3.50656
power,2.12026
минэнерго,3.91202
нейроускоритель,3.91202
показательно,3.91202
космогонический,3.91202
управление,0.24846
risk,3.91202
выше,1.30933
сидней,3.91202
похоронить,2.65926
белла,3.50656
plt,3.91202
леонтиевич,3.91202
цензура,1.71480
джонатан,3.50656
expert,2.65926
lotus,3.91202
перебежать,3.50656
up,1.96611
послойно,3.91202
соглашаться,3.21888
шнайдер,3.91202
самодержавие,3.21888
македонский,3.91202
стрельба,3.91202
siemens,2.81341
ступень,2.81341
петрухин,3.91202
культивироваться,3.50656
уацамонг,3.91202
непредвиденный,3.91202
селигдар,2.65926
martyna,3.91202
дмитров,3.91202
выпить,3.91202
десятилетие,1.71480
направляться,2.81341
семестровый,3.50656
иван,1.66073
management,1.66073
загрязнение,3.21888
бесправие,3.91202
арабоязычный,3.50656
lukas,3.91202
millions,3.91202
propublica,3.50656
избавление,3.50656
украшение,3.91202
architecture,2.65926
stats,3.21888
norvik,3.91202
экзопланета,3.91202
dsg,3.91202
cheesy,3.91202
antitrust,3.91202
использованиемп,3.91202
существовать,0.41552
шесть,1.46968
скорее,1.96611
idef,3.50656
телестудия,3.50656
pioneering,3.50656
шанявский,3.91202
years,2.20727
порог,2.81341
ноябрь,0.23572
свидетель,3.50656
аналитически,3.91202
окрасить,3.91202
логотипный,3.91202
загромоздить,3.91202
кристаллография,3.91202
анафора,3.91202
идол,3.21888
jörg,3.91202
обитатель,3.21888
stage,2.99573
shen,3.91202
experimental,3.50656
surgical,3.50656
нетрудоспособность,3.50656
гугл,3.91202
глинский,3.91202
усиленно,3.91202
neuronalen,3.91202
algorithm,3.21888
фонд,1.13943
кубинский,3.91202
rebooting,3.50656
противоположный,2.12026
превосходить,2.40795
просто,1.13943
систематический,2.65926
девятьсот,3.50656
травина,3.91202
спутник,1.96611
failing,3.91202
устинов,2.52573
витебский,2.99573
старейшина,3.91202
мэтисон,3.21888
эксплуатировать,3.91202
рождаться,3.21888
паралогия,3.91202
совершить,1.51413
bne,1.23787
mastermind,3.91202
поздравлять,3.91202
харкерс,3.91202
уролагния,3.91202
торжество,3.21888
итоговый,2.40795
межпартийный,3.91202
куличенко,3.91202
гольдбах,3.21888
обсудить,2.40795
wires,3.91202
bnc,2.65926
ncats,3.91202
таймыр,3.91202
нейросетевой,2.65926
elephants,3.91202
demoware,3.91202
ненужный,2.52573
тимберлейк,3.91202
компьютерный,0.51083
тоби,3.91202
плед,3.91202
алфавитный,3.21888
ошибка,0.99425
antiestablishmentarianism,3.91202
flow,3.21888
novy,3.91202
семикратный,3.91202
регулироваться,3.21888
трибуна,3.21888
классный,3.21888
user,2.40795
задействовать,2.81341
hoffmann,3.91202
доп,3.21888
филюшкина,3.91202
свитс,3.91202
предстарческий,3.91202
завершение,2.20727
narjes,3.91202
хостинг,2.81341
оберег,3.91202
machinery,2.30259
ускорять,2.65926
гнс,3.91202
биология,1.66073
пром,3.91202
автопром,3.91202
responsible,3.91202
коктейль,3.50656
вносить,2.65926
дальновидность,3.91202
якоб,3.91202
необъективность,3.91202
переносимость,3.91202
получение,1.07881
promotion,3.91202
массачусетский,1.83258
цатр,3.91202
негр,3.91202
двухпутный,3.50656
тихон,3.91202
инвестгруппа,3.91202
henrard,3.91202
производственный,1.66073
исраелян,3.91202
творчество,1.66073
ом,3.50656
причинный,3.50656
эвенкия,3.91202
данциг,3.50656
sight,3.50656
drops,3.91202
broke,3.50656
чили,3.50656
гончар,3.91202
telecom,3.50656
fotland,3.91202
лютик,3.91202
погружение,3.50656
россий,3.50656
lexcycle,3.91202
neuron,3.50656
нарисовать,2.81341
разрабатывать,1.20397
kosher,3.91202
экватор,3.91202
спрограмировать,3.91202
корректный,2.65926
фрунзе,2.99573
concepts,3.21888
потенциальный,2.04022
away,3.91202
заявить,0.94161
ликвидный,3.50656
burger,3.91202
погасить,3.91202
гиппопотам,3.91202
powers,3.50656
стивен,2.30259
цбнтить,3.50656
логинов,3.91202
filip,3.91202
катрен,3.91202
a,0.37106
elgan,3.91202
тамбовский,2.99573
ввоз,3.91202
разноязычный,3.91202
совпадать,2.65926
offen,3.91202
даоцзы,3.91202
salleo,3.91202
заверять,3.50656
посвящение,3.50656
археомарксизм,3.91202
cb,3.91202
магаданский,3.91202
феминность,3.91202
финский,2.99573
колония,2.65926
мотивированный,3.91202
vinicius,3.91202
спортсмен,2.52573
тянуть,3.91202
профан,3.91202
укоренение,3.91202
слежение,3.50656
затерянный,3.50656
контрольный,2.12026
сохраниться,2.30259
загрязнять,3.91202
сопрягаться,3.91202
hou,3.91202
qīngyuán,3.91202
script,3.91202
сбавить,3.91202
mlsd,3.91202
брудный,3.91202
роза,3.50656
ушаков,2.99573
бандитизм,3.50656
эмиссия,2.52573
тит,3.91202
pty,3.91202
повседневность,3.50656
кац,3.21888
особо,2.30259
генератор,2.81341
chenaghlu,3.91202
гогичат,3.91202
характеристика,1.27297
гленна,3.91202
costello,3.91202
greg,3.50656
fest,3.50656
выложить,2.65926
крюгер,3.91202
египетский,3.91202
учёба,1.89712
ранить,3.50656
бригада,2.81341
минюст,3.21888
местоблюститель,3.91202
курск,3.50656
богословие,2.81341
хакасия,3.21888
fein,3.91202
ассамский,3.91202
дерзость,3.50656
уголовный,2.52573
элайдж,3.91202
феодосия,3.91202
churches,3.50656
feedburner,2.99573
leibfried,3.50656
garner,2.99573
рокоссовский,3.50656
сознание,1.46968
осознанно,3.91202
snyder,3.91202
перестройка,2.81341
shengxi,3.91202
agostini,2.12026
echobox,3.91202
высчитывать,3.91202
анархический,3.21888
irmgard,3.91202
донгарра,3.21888
натурализм,3.91202
fat,3.91202
amapedia,3.91202
gerard,3.50656
абхазец,3.91202
хирургия,3.50656
webobjects,3.91202
разнородный,3.21888
powerpoint,3.50656
ideas,3.21888
кубит,3.91202
agar,2.99573
биологически,3.91202
вишневский,3.50656
armond,3.91202
прекратить,1.56065
фасонный,3.91202
нелояльный,3.91202
хорвица,3.91202
достаться,2.99573
атмосферность,3.91202
толковый,2.04022
суждение,2.20727
победитель,1.51413
наукообразный,3.91202
дорога,1.46968
финмаркет,3.21888
диалогичность,3.91202
калмыкия,3.50656
утилитарный,3.50656
леушкин,3.91202
нпф,3.50656
сбытовый,3.50656
дарья,2.99573
pakpong,3.91202
siri,2.40795
pdvsa,3.91202
киберсин,3.91202
weather,3.91202
дестабилизировать,3.50656
сварной,3.50656
адольф,2.65926
госемаджумдер,3.91202
використаннь,3.91202
licensing,3.91202
тунис,3.50656
сегментация,2.52573
госслужба,3.21888
рейхсминистерство,3.21888
remembers,3.91202
пятигорский,3.50656
прибавочный,3.91202
поучение,3.91202
бурый,3.91202
метапозиция,3.91202
воротилин,3.91202
обои,3.91202
fla,3.91202
frye,3.91202
адрианопольский,3.91202
шаннара,3.91202
уведомительный,3.50656
notatia,3.91202
тбилиси,3.21888
настройка,1.71480
русснефть,3.50656
высказывать,3.50656
северстальбеть,3.91202
кредитор,3.21888
строиться,1.96611
nextbigwhat,3.91202
атрибуция,3.91202
cybernetics,2.81341
дрон,3.21888
реляционный,3.21888
dvd,3.50656
миноритарий,3.91202
этичный,3.91202
инвентарный,3.91202
нижний,1.83258
rutland,3.91202
patent,3.91202
транквилизаторный,3.91202
декларация,2.52573
sheep,2.81341
хачатурянц,3.91202
powered,3.91202
connectivity,3.50656
генезис,2.52573
cut,3.50656
cotton,3.91202
бастион,3.50656
запретный,3.21888
альбер,3.50656
когнитология,2.81341
казачий,3.91202
изабель,3.91202
физматиздат,3.91202
трёхъярусный,3.91202
shaowu,3.91202
столик,3.91202
kant,3.91202
раздирать,3.91202
факультетский,3.91202
split,3.91202
русскоязычный,1.66073
опираться,1.46968
высокоинтегрировать,3.91202
рийние,3.91202
её,0.22314
незыблемый,3.50656
скакун,3.91202
искусный,3.91202
вскользь,3.50656
кесакамбала,3.91202
пересматривать,3.91202
воедино,2.81341
місца,3.91202
размышлять,2.81341
воспроизводиться,3.91202
залегать,3.91202
потеряться,3.91202
соглашение,1.56065
узбек,3.21888
наездник,3.91202
окас,3.91202
putinversteher,3.91202
seonews,3.91202
бабий,3.91202
лейбниц,3.21888
завоевать,2.81341
сместиться,3.91202
како,3.91202
нп,3.91202
упрочить,3.50656
кирилл,2.04022
снарский,3.91202
числовой,2.04022
balance,3.21888
ballbot,3.91202
мазохизм,3.91202
совкомфлот,2.52573
get,2.65926
аргентина,3.50656
стимпанк,3.91202
хаттаб,3.91202
mehr,3.91202
ratio,3.50656
бытие,2.52573
пр,3.50656
герменевтика,2.99573
пикник,3.91202
фев,3.50656
кредистория,3.91202
универмаг,3.91202
consolidated,3.50656
elliot,3.91202
атрофический,3.91202
зенон,3.50656
вычислительный,0.65393
илларионов,3.91202
engineer,3.50656
downloads,3.91202
горожанин,2.99573
бихевиорист,3.50656
